Row Labels,ProductCombo,,,,,,,,,,,,,,,,,,,,,,,,,,
19156791580,7600,7820,,,,,,,,,,,,,,,,,,,,,,,,,
19156791582,1359,3409,5700,6007,6240,,,,,,,,,,,,,,,,,,,,,,
19156791583,1560,2010,3400,,,,,,,,,,,,,,,,,,,,,,,,
19156791585,1159,1909,3359,3409,,,,,,,,,,,,,,,,,,,,,,,
19156791587,2750,7710,7810,,,,,,,,,,,,,,,,,,,,,,,,
19156791589,3400,6210,,,,,,,,,,,,,,,,,,,,,,,,,
19156791590,7770,7820,7960,,,,,,,,,,,,,,,,,,,,,,,,
19156791591,1350,1710,6000,7820,,,,,,,,,,,,,,,,,,,,,,,
19156791592,7610,7760,7980,,,,,,,,,,,,,,,,,,,,,,,,
19156791593,1350,1560,2010,3400,,,,,,,,,,,,,,,,,,,,,,,
19156791594,2019,3409,,,,,,,,,,,,,,,,,,,,,,,,,
19156791595,6100,6117,,,,,,,,,,,,,,,,,,,,,,,,,
19156791596,2010,3400,7780,7969,,,,,,,,,,,,,,,,,,,,,,,
19156791597,5000,6107,7670,8700,,,,,,,,,,,,,,,,,,,,,,,
19156791604,6107,7779,91660,,,,,,,,,,,,,,,,,,,,,,,,
19156791605,4840,7740,,,,,,,,,,,,,,,,,,,,,,,,,
19156791607,7739,9109,,,,,,,,,,,,,,,,,,,,,,,,,
19156791608,4127,7857,,,,,,,,,,,,,,,,,,,,,,,,,
19156791610,1860,3250,7779,,,,,,,,,,,,,,,,,,,,,,,,
19156791611,7770,7857,,,,,,,,,,,,,,,,,,,,,,,,,
19156791614,7770,7857,,,,,,,,,,,,,,,,,,,,,,,,,
19156791615,4840,6117,6210,7740,7820,,,,,,,,,,,,,,,,,,,,,,
19156791616,2010,7820,,,,,,,,,,,,,,,,,,,,,,,,,
19156791617,1101,3400,,,,,,,,,,,,,,,,,,,,,,,,,
19156791618,3600,6210,,,,,,,,,,,,,,,,,,,,,,,,,
19156791619,2059,5200,,,,,,,,,,,,,,,,,,,,,,,,,
19156791622,6000,7690,,,,,,,,,,,,,,,,,,,,,,,,,
19156791626,1000,3500,5000,,,,,,,,,,,,,,,,,,,,,,,,
19156791629,7810,8010,,,,,,,,,,,,,,,,,,,,,,,,,
19156791630,1900,7617,7679,7687,7819,7867,,,,,,,,,,,,,,,,,,,,,
19156791631,7650,7720,7969,,,,,,,,,,,,,,,,,,,,,,,,
19156791632,1710,7670,7710,7780,7830,,,,,,,,,,,,,,,,,,,,,,
19156791633,5700,6240,,,,,,,,,,,,,,,,,,,,,,,,,
19156791634,7710,7820,7870,,,,,,,,,,,,,,,,,,,,,,,,
19156791635,1350,2010,3400,6130,6240,,,,,,,,,,,,,,,,,,,,,,
19156791637,2010,7780,,,,,,,,,,,,,,,,,,,,,,,,,
19156791638,1151,1900,2010,,,,,,,,,,,,,,,,,,,,,,,,
19156791639,3350,5700,7690,7780,7880,,,,,,,,,,,,,,,,,,,,,,
19156791641,1150,7690,7739,7780,,,,,,,,,,,,,,,,,,,,,,,
19156791642,2010,7640,,,,,,,,,,,,,,,,,,,,,,,,,
19156791643,7740,7769,7770,7820,,,,,,,,,,,,,,,,,,,,,,,
19156791645,7640,7820,,,,,,,,,,,,,,,,,,,,,,,,,
19156791646,6000,7860,,,,,,,,,,,,,,,,,,,,,,,,,
19156791647,1860,3400,,,,,,,,,,,,,,,,,,,,,,,,,
19156791648,3400,7820,,,,,,,,,,,,,,,,,,,,,,,,,
19156791649,1909,7739,,,,,,,,,,,,,,,,,,,,,,,,,
19156791650,7860,91670,,,,,,,,,,,,,,,,,,,,,,,,,
19156791651,7740,7800,,,,,,,,,,,,,,,,,,,,,,,,,
19156791652,7660,7730,7820,,,,,,,,,,,,,,,,,,,,,,,,
19156791653,1860,1900,7600,7670,7860,7900,8010,9130,,,,,,,,,,,,,,,,,,,
19156791654,7860,7980,,,,,,,,,,,,,,,,,,,,,,,,,
19156791657,7667,7827,,,,,,,,,,,,,,,,,,,,,,,,,
19156791659,1900,7770,8010,,,,,,,,,,,,,,,,,,,,,,,,
19156791662,3500,7670,9100,,,,,,,,,,,,,,,,,,,,,,,,
19156791663,2010,7870,,,,,,,,,,,,,,,,,,,,,,,,,
19156791667,7860,9140,,,,,,,,,,,,,,,,,,,,,,,,,
19156791668,7820,7980,,,,,,,,,,,,,,,,,,,,,,,,,
19156791669,7857,7960,,,,,,,,,,,,,,,,,,,,,,,,,
19156791670,1900,2010,7610,7820,,,,,,,,,,,,,,,,,,,,,,,
19156791671,1059,1259,1869,2017,2759,2809,3409,7769,7789,7820,,,,,,,,,,,,,,,,,
19156791672,7740,7780,7830,,,,,,,,,,,,,,,,,,,,,,,,
19156791674,1101,1710,,,,,,,,,,,,,,,,,,,,,,,,,
19156791675,2010,8010,,,,,,,,,,,,,,,,,,,,,,,,,
19156791676,8730,8740,,,,,,,,,,,,,,,,,,,,,,,,,
19156791678,8720,8740,,,,,,,,,,,,,,,,,,,,,,,,,
19156791679,7770,8010,,,,,,,,,,,,,,,,,,,,,,,,,
19156791681,1159,1359,2019,3359,3409,,,,,,,,,,,,,,,,,,,,,,
19156791682,2017,6007,,,,,,,,,,,,,,,,,,,,,,,,,
19156791683,2010,2800,7640,7670,7770,,,,,,,,,,,,,,,,,,,,,,
19156791685,7770,7820,,,,,,,,,,,,,,,,,,,,,,,,,
19156791686,3400,7770,7820,,,,,,,,,,,,,,,,,,,,,,,,
19156791688,1719,7820,9179,9189,,,,,,,,,,,,,,,,,,,,,,,
19156791689,2017,7807,8737,,,,,,,,,,,,,,,,,,,,,,,,
19156791692,1719,2019,2759,2809,3409,4707,5700,7699,,,,,,,,,,,,,,,,,,,
19156791693,1151,1900,2010,3600,7770,,,,,,,,,,,,,,,,,,,,,,
19156791694,3400,7960,,,,,,,,,,,,,,,,,,,,,,,,,
19156791696,1907,2010,,,,,,,,,,,,,,,,,,,,,,,,,
19156791698,2010,7740,8010,,,,,,,,,,,,,,,,,,,,,,,,
19156791703,1051,1059,,,,,,,,,,,,,,,,,,,,,,,,,
19156791704,9110,9130,9140,,,,,,,,,,,,,,,,,,,,,,,,
19156791705,3400,6000,7760,,,,,,,,,,,,,,,,,,,,,,,,
19156791707,7660,7720,,,,,,,,,,,,,,,,,,,,,,,,,
19156791708,2019,7980,,,,,,,,,,,,,,,,,,,,,,,,,
19156791710,2017,7807,,,,,,,,,,,,,,,,,,,,,,,,,
19156791711,7740,7820,7910,8010,,,,,,,,,,,,,,,,,,,,,,,
19156791712,4120,4820,,,,,,,,,,,,,,,,,,,,,,,,,
19156791714,2560,3250,3500,5500,7670,7960,,,,,,,,,,,,,,,,,,,,,
19156791715,2010,5700,,,,,,,,,,,,,,,,,,,,,,,,,
19156791716,2010,7800,,,,,,,,,,,,,,,,,,,,,,,,,
19156791717,2010,5700,,,,,,,,,,,,,,,,,,,,,,,,,
19156791718,7860,7980,,,,,,,,,,,,,,,,,,,,,,,,,
19156791720,6007,7769,7827,,,,,,,,,,,,,,,,,,,,,,,,
19156791722,3350,7740,7760,7820,,,,,,,,,,,,,,,,,,,,,,,
19156791723,1350,2750,,,,,,,,,,,,,,,,,,,,,,,,,
19156791724,7740,7770,7820,,,,,,,,,,,,,,,,,,,,,,,,
19156791725,7647,7717,,,,,,,,,,,,,,,,,,,,,,,,,
19156791727,1051,1210,8700,8710,,,,,,,,,,,,,,,,,,,,,,,
19156791728,1051,8700,,,,,,,,,,,,,,,,,,,,,,,,,
19156791730,1907,2017,8017,,,,,,,,,,,,,,,,,,,,,,,,
19156791731,2010,7640,7760,7860,,,,,,,,,,,,,,,,,,,,,,,
19156791732,2017,3109,5559,5709,7769,7770,7809,7827,,,,,,,,,,,,,,,,,,,
19156791733,2010,6200,7690,7980,,,,,,,,,,,,,,,,,,,,,,,
19156791735,1151,1350,6000,6200,6240,,,,,,,,,,,,,,,,,,,,,,
19156791737,2750,2800,,,,,,,,,,,,,,,,,,,,,,,,,
19156791738,2010,2800,,,,,,,,,,,,,,,,,,,,,,,,,
19156791740,3400,7740,7820,,,,,,,,,,,,,,,,,,,,,,,,
19156791741,3400,4700,,,,,,,,,,,,,,,,,,,,,,,,,
19156791742,2010,7740,,,,,,,,,,,,,,,,,,,,,,,,,
19156791743,7740,7900,8010,,,,,,,,,,,,,,,,,,,,,,,,
19156791746,2010,7740,,,,,,,,,,,,,,,,,,,,,,,,,
19156791747,2010,7800,7830,7960,7980,8520,,,,,,,,,,,,,,,,,,,,,
19156791751,7770,7860,,,,,,,,,,,,,,,,,,,,,,,,,
19156791752,4700,7730,,,,,,,,,,,,,,,,,,,,,,,,,
19156791755,7690,7770,,,,,,,,,,,,,,,,,,,,,,,,,
19156791756,7910,92076,,,,,,,,,,,,,,,,,,,,,,,,,
19156791758,1350,2010,3400,,,,,,,,,,,,,,,,,,,,,,,,
19156791760,5900,7820,,,,,,,,,,,,,,,,,,,,,,,,,
19156791761,9100,9150,9170,9180,,,,,,,,,,,,,,,,,,,,,,,
19156791763,2010,5700,,,,,,,,,,,,,,,,,,,,,,,,,
19156791769,2010,7770,,,,,,,,,,,,,,,,,,,,,,,,,
19156791771,7630,7747,7779,,,,,,,,,,,,,,,,,,,,,,,,
19156791772,2010,3400,,,,,,,,,,,,,,,,,,,,,,,,,
19156791774,7960,7980,8010,,,,,,,,,,,,,,,,,,,,,,,,
19156791775,1350,1860,1900,4700,7670,7690,7740,7780,7820,,,,,,,,,,,,,,,,,,
19156791777,2040,3400,7780,7830,,,,,,,,,,,,,,,,,,,,,,,
19156791779,1101,6100,7740,7780,7820,7860,,,,,,,,,,,,,,,,,,,,,
19156791780,1350,3400,7760,7770,7820,,,,,,,,,,,,,,,,,,,,,,
19156791781,6130,6210,,,,,,,,,,,,,,,,,,,,,,,,,
19156791782,2010,7760,,,,,,,,,,,,,,,,,,,,,,,,,
19156791783,7740,7770,7910,,,,,,,,,,,,,,,,,,,,,,,,
19156791784,1151,5700,7769,7770,7857,8010,9179,,,,,,,,,,,,,,,,,,,,
19156791785,1560,2010,6000,6117,7720,,,,,,,,,,,,,,,,,,,,,,
19156791787,3400,7820,,,,,,,,,,,,,,,,,,,,,,,,,
19156791788,6000,6110,9180,,,,,,,,,,,,,,,,,,,,,,,,
19156791789,7660,7770,7820,,,,,,,,,,,,,,,,,,,,,,,,
19156791793,1350,1900,7740,7770,7820,7960,,,,,,,,,,,,,,,,,,,,,
19156791794,7610,7740,7770,,,,,,,,,,,,,,,,,,,,,,,,
19156791796,7770,7780,7820,,,,,,,,,,,,,,,,,,,,,,,,
19156791798,1869,3400,7740,7789,9179,,,,,,,,,,,,,,,,,,,,,,
19156791799,7820,8010,,,,,,,,,,,,,,,,,,,,,,,,,
19156791800,7770,7780,,,,,,,,,,,,,,,,,,,,,,,,,
19156791801,7659,7760,8010,,,,,,,,,,,,,,,,,,,,,,,,
19156791802,4750,7740,,,,,,,,,,,,,,,,,,,,,,,,,
19156791803,1900,2800,9159,,,,,,,,,,,,,,,,,,,,,,,,
19156791804,5700,6240,,,,,,,,,,,,,,,,,,,,,,,,,
19156791805,2330,7610,7910,7960,8500,,,,,,,,,,,,,,,,,,,,,,
19156791807,2560,4920,8750,9140,,,,,,,,,,,,,,,,,,,,,,,
19156791808,7650,7820,,,,,,,,,,,,,,,,,,,,,,,,,
19156791809,1150,1350,3400,,,,,,,,,,,,,,,,,,,,,,,,
19156791810,7610,7660,7820,7860,,,,,,,,,,,,,,,,,,,,,,,
19156791811,2017,7650,7660,,,,,,,,,,,,,,,,,,,,,,,,
19156791812,6207,7827,8017,,,,,,,,,,,,,,,,,,,,,,,,
19156791814,2010,7690,7730,7760,,,,,,,,,,,,,,,,,,,,,,,
19156791815,2040,5900,,,,,,,,,,,,,,,,,,,,,,,,,
19156791816,7807,7827,7837,,,,,,,,,,,,,,,,,,,,,,,,
19156791821,4890,7800,7820,,,,,,,,,,,,,,,,,,,,,,,,
19156791822,1900,7760,9139,,,,,,,,,,,,,,,,,,,,,,,,
19156791823,1350,2040,6240,,,,,,,,,,,,,,,,,,,,,,,,
19156791824,3400,7740,,,,,,,,,,,,,,,,,,,,,,,,,
19156791825,2809,8700,8730,8740,,,,,,,,,,,,,,,,,,,,,,,
19156791826,6000,6100,6130,7857,,,,,,,,,,,,,,,,,,,,,,,
19156791827,1900,1907,2010,,,,,,,,,,,,,,,,,,,,,,,,
19156791828,1350,2040,3400,,,,,,,,,,,,,,,,,,,,,,,,
19156791829,3100,7720,7810,9120,9140,,,,,,,,,,,,,,,,,,,,,,
19156791830,6000,6100,6200,7690,7740,,,,,,,,,,,,,,,,,,,,,,
19156791831,7770,7860,,,,,,,,,,,,,,,,,,,,,,,,,
19156791832,2010,8010,,,,,,,,,,,,,,,,,,,,,,,,,
19156791833,1150,2017,,,,,,,,,,,,,,,,,,,,,,,,,
19156791834,2019,3350,3609,7697,7699,9189,,,,,,,,,,,,,,,,,,,,,
19156791835,1710,5709,7659,8500,,,,,,,,,,,,,,,,,,,,,,,
19156791837,1050,1250,1350,7770,7830,8700,,,,,,,,,,,,,,,,,,,,,
19156791838,1051,1250,1860,2800,3250,,,,,,,,,,,,,,,,,,,,,,
19156791841,4700,6000,6110,7610,,,,,,,,,,,,,,,,,,,,,,,
19156791842,2017,2050,6000,6007,7860,7867,8010,8017,,,,,,,,,,,,,,,,,,,
19156791843,6000,7770,7820,7980,8010,,,,,,,,,,,,,,,,,,,,,,
19156791845,4127,4707,7779,7980,,,,,,,,,,,,,,,,,,,,,,,
19156791847,7600,7810,7860,,,,,,,,,,,,,,,,,,,,,,,,
19156791850,1250,1620,3400,,,,,,,,,,,,,,,,,,,,,,,,
19156791852,7827,7980,,,,,,,,,,,,,,,,,,,,,,,,,
19156791853,2010,7690,,,,,,,,,,,,,,,,,,,,,,,,,
19156791854,1159,2019,4700,7839,9189,,,,,,,,,,,,,,,,,,,,,,
19156791855,1159,1359,2049,2759,3359,3409,5009,7649,7829,9159,,,,,,,,,,,,,,,,,
19156791856,3500,7770,7910,,,,,,,,,,,,,,,,,,,,,,,,
19156791861,6000,7760,7770,,,,,,,,,,,,,,,,,,,,,,,,
19156791862,5700,6240,,,,,,,,,,,,,,,,,,,,,,,,,
19156791864,1900,2040,5700,5900,6240,7850,,,,,,,,,,,,,,,,,,,,,
19156791865,7720,7730,7860,7980,,,,,,,,,,,,,,,,,,,,,,,
19156791866,3600,6240,,,,,,,,,,,,,,,,,,,,,,,,,
19156791867,5560,7690,,,,,,,,,,,,,,,,,,,,,,,,,
19156791868,7659,7829,7900,9109,,,,,,,,,,,,,,,,,,,,,,,
19156791871,5000,5200,8500,,,,,,,,,,,,,,,,,,,,,,,,
19156791873,4930,7800,7830,7960,7980,92076,,,,,,,,,,,,,,,,,,,,,
19156791874,7600,7670,,,,,,,,,,,,,,,,,,,,,,,,,
19156791875,6210,8740,,,,,,,,,,,,,,,,,,,,,,,,,
19156791876,2010,6000,,,,,,,,,,,,,,,,,,,,,,,,,
19156791877,7640,7687,7800,7810,,,,,,,,,,,,,,,,,,,,,,,
19156791881,7770,7870,,,,,,,,,,,,,,,,,,,,,,,,,
19156791882,4820,4890,5700,7807,,,,,,,,,,,,,,,,,,,,,,,
19156791883,7770,7870,,,,,,,,,,,,,,,,,,,,,,,,,
19156791884,7710,7740,7770,7980,,,,,,,,,,,,,,,,,,,,,,,
19156791885,1250,1710,9170,,,,,,,,,,,,,,,,,,,,,,,,
19156791886,3100,7820,,,,,,,,,,,,,,,,,,,,,,,,,
19156791887,1560,3400,,,,,,,,,,,,,,,,,,,,,,,,,
19156791888,6207,7827,,,,,,,,,,,,,,,,,,,,,,,,,
19156791890,1350,6000,,,,,,,,,,,,,,,,,,,,,,,,,
19156791893,7780,7830,,,,,,,,,,,,,,,,,,,,,,,,,
19156791896,1350,3600,7610,,,,,,,,,,,,,,,,,,,,,,,,
19156791897,4707,6000,6210,8017,,,,,,,,,,,,,,,,,,,,,,,
19156791899,3409,4127,7749,7779,7980,,,,,,,,,,,,,,,,,,,,,,
19156791900,1009,2759,2809,3409,3509,7609,7647,7837,7867,8017,,,,,,,,,,,,,,,,,
19156791901,6100,6200,,,,,,,,,,,,,,,,,,,,,,,,,
19156791903,7820,8510,,,,,,,,,,,,,,,,,,,,,,,,,
19156791905,2017,4850,,,,,,,,,,,,,,,,,,,,,,,,,
19156791914,1350,7980,,,,,,,,,,,,,,,,,,,,,,,,,
19156791916,1151,2560,7720,,,,,,,,,,,,,,,,,,,,,,,,
19156791917,1100,2010,7770,,,,,,,,,,,,,,,,,,,,,,,,
19156791919,7610,7900,,,,,,,,,,,,,,,,,,,,,,,,,
19156791920,1101,7800,,,,,,,,,,,,,,,,,,,,,,,,,
19156791921,5700,5900,7770,,,,,,,,,,,,,,,,,,,,,,,,
19156791923,3409,7809,7830,7900,,,,,,,,,,,,,,,,,,,,,,,
19156791924,1560,3400,,,,,,,,,,,,,,,,,,,,,,,,,
19156791926,6210,7770,,,,,,,,,,,,,,,,,,,,,,,,,
19156791927,3600,6007,7789,,,,,,,,,,,,,,,,,,,,,,,,
19156791929,1350,5700,7690,7760,,,,,,,,,,,,,,,,,,,,,,,
19156791930,1869,7847,7867,,,,,,,,,,,,,,,,,,,,,,,,
19156791932,2010,4757,7770,,,,,,,,,,,,,,,,,,,,,,,,
19156791933,2010,5700,,,,,,,,,,,,,,,,,,,,,,,,,
19156791934,3600,6130,7827,,,,,,,,,,,,,,,,,,,,,,,,
19156791941,1560,3350,7610,,,,,,,,,,,,,,,,,,,,,,,,
19156791943,3400,6210,9170,,,,,,,,,,,,,,,,,,,,,,,,
19156791944,7900,8740,,,,,,,,,,,,,,,,,,,,,,,,,
19156791946,6000,6110,9130,,,,,,,,,,,,,,,,,,,,,,,,
19156791950,4750,8730,,,,,,,,,,,,,,,,,,,,,,,,,
19156791952,2040,6007,7779,8727,,,,,,,,,,,,,,,,,,,,,,,
19156791953,7670,7980,,,,,,,,,,,,,,,,,,,,,,,,,
19156791954,2010,8010,,,,,,,,,,,,,,,,,,,,,,,,,
19156791955,8700,8740,,,,,,,,,,,,,,,,,,,,,,,,,
19156791956,1359,1909,2049,3400,7807,7827,,,,,,,,,,,,,,,,,,,,,
19156791957,2320,2560,2750,5709,5900,6000,7650,7730,7800,,,,,,,,,,,,,,,,,,
19156791958,6100,6200,,,,,,,,,,,,,,,,,,,,,,,,,
19156791960,5209,9179,,,,,,,,,,,,,,,,,,,,,,,,,
19156791961,1350,7830,,,,,,,,,,,,,,,,,,,,,,,,,
19156791963,2019,7827,7829,7980,,,,,,,,,,,,,,,,,,,,,,,
19156791966,1350,1560,7740,7770,7820,7980,,,,,,,,,,,,,,,,,,,,,
19156791967,1051,1250,2800,3400,,,,,,,,,,,,,,,,,,,,,,,
19156791969,7739,7870,,,,,,,,,,,,,,,,,,,,,,,,,
19156791972,1460,2330,,,,,,,,,,,,,,,,,,,,,,,,,
19156791973,7770,7960,7980,,,,,,,,,,,,,,,,,,,,,,,,
19156791974,6200,7660,,,,,,,,,,,,,,,,,,,,,,,,,
19156791977,7770,7800,,,,,,,,,,,,,,,,,,,,,,,,,
19156791979,1101,7820,,,,,,,,,,,,,,,,,,,,,,,,,
19156791981,7610,7690,,,,,,,,,,,,,,,,,,,,,,,,,
19156791982,1900,2040,6110,6210,,,,,,,,,,,,,,,,,,,,,,,
19156791983,2017,6007,,,,,,,,,,,,,,,,,,,,,,,,,
19156791985,1000,1210,1900,3500,6110,7640,7650,7900,8010,8750,,,,,,,,,,,,,,,,,
19156791986,1151,1350,2010,7900,,,,,,,,,,,,,,,,,,,,,,,
19156791988,6000,7820,,,,,,,,,,,,,,,,,,,,,,,,,
19156791990,2017,6117,6207,,,,,,,,,,,,,,,,,,,,,,,,
19156791992,1350,4700,7690,,,,,,,,,,,,,,,,,,,,,,,,
19156791994,3600,6007,7787,,,,,,,,,,,,,,,,,,,,,,,,
19156791995,7610,7960,,,,,,,,,,,,,,,,,,,,,,,,,
19156791998,2017,7697,7787,,,,,,,,,,,,,,,,,,,,,,,,
19156792003,2800,3250,,,,,,,,,,,,,,,,,,,,,,,,,
19156792005,2010,7830,,,,,,,,,,,,,,,,,,,,,,,,,
19156792007,1151,2010,3350,7960,,,,,,,,,,,,,,,,,,,,,,,
19156792009,2010,7710,,,,,,,,,,,,,,,,,,,,,,,,,
19156792011,6210,7780,,,,,,,,,,,,,,,,,,,,,,,,,
19156792012,5700,6000,6110,7980,,,,,,,,,,,,,,,,,,,,,,,
19156792018,2010,7690,7980,,,,,,,,,,,,,,,,,,,,,,,,
19156792023,1350,6200,,,,,,,,,,,,,,,,,,,,,,,,,
19156792024,7690,7820,,,,,,,,,,,,,,,,,,,,,,,,,
19156792027,1059,1219,1259,1869,3409,5579,7609,7679,7699,7789,7819,7839,8509,8519,8529,9119,9129,9149,9159,9169,,,,,,,
19156792028,1907,7667,7779,,,,,,,,,,,,,,,,,,,,,,,,
19156792029,4750,6130,,,,,,,,,,,,,,,,,,,,,,,,,
19156792030,1051,3250,,,,,,,,,,,,,,,,,,,,,,,,,
19156792031,7807,9170,,,,,,,,,,,,,,,,,,,,,,,,,
19156792034,1101,7980,9180,,,,,,,,,,,,,,,,,,,,,,,,
19156792038,1050,2050,5900,,,,,,,,,,,,,,,,,,,,,,,,
19156792039,6210,8700,8730,,,,,,,,,,,,,,,,,,,,,,,,
19156792042,7717,7740,7900,7969,,,,,,,,,,,,,,,,,,,,,,,
19156792043,3600,7980,,,,,,,,,,,,,,,,,,,,,,,,,
19156792044,7770,7980,,,,,,,,,,,,,,,,,,,,,,,,,
19156792045,1460,1900,7670,,,,,,,,,,,,,,,,,,,,,,,,
19156792046,1151,7830,,,,,,,,,,,,,,,,,,,,,,,,,
19156792047,1860,2050,,,,,,,,,,,,,,,,,,,,,,,,,
19156792050,1900,7779,,,,,,,,,,,,,,,,,,,,,,,,,
19156792051,2010,7780,7980,,,,,,,,,,,,,,,,,,,,,,,,
19156792056,1150,1560,5200,8700,8730,,,,,,,,,,,,,,,,,,,,,,
19156792057,7780,7820,,,,,,,,,,,,,,,,,,,,,,,,,
19156792062,2010,7730,,,,,,,,,,,,,,,,,,,,,,,,,
19156792063,7670,7800,8500,,,,,,,,,,,,,,,,,,,,,,,,
19156792064,6110,8700,,,,,,,,,,,,,,,,,,,,,,,,,
19156792065,7870,7980,,,,,,,,,,,,,,,,,,,,,,,,,
19156792069,6000,6200,,,,,,,,,,,,,,,,,,,,,,,,,
19156792073,7710,7780,,,,,,,,,,,,,,,,,,,,,,,,,
19156792075,1710,7770,7860,7880,9160,,,,,,,,,,,,,,,,,,,,,,
19156792076,1250,1900,7840,,,,,,,,,,,,,,,,,,,,,,,,
19156792078,6000,6200,,,,,,,,,,,,,,,,,,,,,,,,,
19156792079,1860,2010,,,,,,,,,,,,,,,,,,,,,,,,,
19156792081,1907,6217,,,,,,,,,,,,,,,,,,,,,,,,,
19156792082,7710,7900,,,,,,,,,,,,,,,,,,,,,,,,,
19156792083,5700,6100,,,,,,,,,,,,,,,,,,,,,,,,,
19156792085,2049,7747,,,,,,,,,,,,,,,,,,,,,,,,,
19156792086,3359,7827,,,,,,,,,,,,,,,,,,,,,,,,,
19156792088,7600,7660,7810,7860,,,,,,,,,,,,,,,,,,,,,,,
19156792089,7860,7910,,,,,,,,,,,,,,,,,,,,,,,,,
19156792090,4127,8017,,,,,,,,,,,,,,,,,,,,,,,,,
19156792091,7770,7980,,,,,,,,,,,,,,,,,,,,,,,,,
19156792092,4120,7720,,,,,,,,,,,,,,,,,,,,,,,,,
19156792093,4757,6137,7650,7790,,,,,,,,,,,,,,,,,,,,,,,
19156792096,1159,6007,9159,,,,,,,,,,,,,,,,,,,,,,,,
19156792098,1460,1620,7710,7770,8010,,,,,,,,,,,,,,,,,,,,,,
19156792099,6200,9169,,,,,,,,,,,,,,,,,,,,,,,,,
19156792100,1350,1900,2040,6000,,,,,,,,,,,,,,,,,,,,,,,
19156792101,3259,7640,,,,,,,,,,,,,,,,,,,,,,,,,
19156792103,1310,6100,6200,7730,,,,,,,,,,,,,,,,,,,,,,,
19156792104,7710,7870,7910,7980,,,,,,,,,,,,,,,,,,,,,,,
19156792105,2010,2800,7820,,,,,,,,,,,,,,,,,,,,,,,,
19156792107,2040,3400,7800,,,,,,,,,,,,,,,,,,,,,,,,
19156792110,1350,7870,7980,,,,,,,,,,,,,,,,,,,,,,,,
19156792111,1250,1460,6000,6110,6200,,,,,,,,,,,,,,,,,,,,,,
19156792113,7610,7900,,,,,,,,,,,,,,,,,,,,,,,,,
19156792122,1050,1250,,,,,,,,,,,,,,,,,,,,,,,,,
19156792125,2010,3250,7770,7870,,,,,,,,,,,,,,,,,,,,,,,
19156792126,1150,4970,7780,,,,,,,,,,,,,,,,,,,,,,,,
19156792127,7980,8700,8710,,,,,,,,,,,,,,,,,,,,,,,,
19156792131,7690,9110,,,,,,,,,,,,,,,,,,,,,,,,,
19156792132,1900,2017,,,,,,,,,,,,,,,,,,,,,,,,,
19156792133,6130,7790,,,,,,,,,,,,,,,,,,,,,,,,,
19156792135,2330,7820,,,,,,,,,,,,,,,,,,,,,,,,,
19156792137,7667,7790,7827,7980,,,,,,,,,,,,,,,,,,,,,,,
19156792138,6200,7720,7980,,,,,,,,,,,,,,,,,,,,,,,,
19156792139,1900,5900,7780,,,,,,,,,,,,,,,,,,,,,,,,
19156792140,1150,1350,1860,3500,,,,,,,,,,,,,,,,,,,,,,,
19156792144,4890,7690,7760,,,,,,,,,,,,,,,,,,,,,,,,
19156792145,7730,8730,,,,,,,,,,,,,,,,,,,,,,,,,
19156792147,7659,7870,7969,,,,,,,,,,,,,,,,,,,,,,,,
19156792148,2010,3100,7690,7980,,,,,,,,,,,,,,,,,,,,,,,
19156792149,1250,6240,,,,,,,,,,,,,,,,,,,,,,,,,
19156792150,1050,5570,,,,,,,,,,,,,,,,,,,,,,,,,
19156792151,7690,7760,,,,,,,,,,,,,,,,,,,,,,,,,
19156792152,2320,9150,,,,,,,,,,,,,,,,,,,,,,,,,
19156792153,1151,1350,7600,,,,,,,,,,,,,,,,,,,,,,,,
19156792154,5700,5709,,,,,,,,,,,,,,,,,,,,,,,,,
19156792157,2750,4600,6000,6110,,,,,,,,,,,,,,,,,,,,,,,
19156792158,2800,6000,7617,7697,,,,,,,,,,,,,,,,,,,,,,,
19156792159,2040,7660,,,,,,,,,,,,,,,,,,,,,,,,,
19156792160,7770,9170,,,,,,,,,,,,,,,,,,,,,,,,,
19156792161,3700,7790,8710,8760,9120,9150,,,,,,,,,,,,,,,,,,,,,
19156792164,7690,7820,7900,,,,,,,,,,,,,,,,,,,,,,,,
19156792165,7690,7747,7827,,,,,,,,,,,,,,,,,,,,,,,,
19156792166,1151,3400,6100,,,,,,,,,,,,,,,,,,,,,,,,
19156792167,7820,8700,,,,,,,,,,,,,,,,,,,,,,,,,
19156792169,1101,6210,,,,,,,,,,,,,,,,,,,,,,,,,
19156792172,4127,7667,,,,,,,,,,,,,,,,,,,,,,,,,
19156792173,4890,7740,,,,,,,,,,,,,,,,,,,,,,,,,
19156792174,2017,7697,,,,,,,,,,,,,,,,,,,,,,,,,
19156792175,3400,6000,,,,,,,,,,,,,,,,,,,,,,,,,
19156792176,7740,7830,7900,,,,,,,,,,,,,,,,,,,,,,,,
19156792178,1101,6000,,,,,,,,,,,,,,,,,,,,,,,,,
19156792181,6130,6240,,,,,,,,,,,,,,,,,,,,,,,,,
19156792182,4707,6137,7900,,,,,,,,,,,,,,,,,,,,,,,,
19156792183,7770,7820,,,,,,,,,,,,,,,,,,,,,,,,,
19156792184,1620,3500,,,,,,,,,,,,,,,,,,,,,,,,,
19156792185,5700,7770,,,,,,,,,,,,,,,,,,,,,,,,,
